Subspecies Name,Scientific Name,Region,Physical Characteristics,Coat Variations,Image Path
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_374927276_HxvEfLmiHXmOmjJMkKs7OOKRKpwuYuXg.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_376202715_pCDNKS6NNJQuSDcPnh8FcmNB7VIYlyAR.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_376202818_Ri3uoQkHWc3DfiDAiO3iLumRZ9PZLcVc.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_383619742_ZcOSzuLrBSLHVECi8cVFQzsXxKrQOcLn.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_383619917_y8h9twREEYTyApBuJnUNjrR0JYxJNwyC.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_384349170_WZpY8Kfueu5VqXRMeDRCPq0F2XrkjrO5.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_386146618_auM2gWoGW2AmuI0nZ7FJVJdiKGIfBb6c.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_392079119_oAKIFveQ88YTIs39N7Fwytullmryz4ye.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_414992295_7xIME4CBOpb23GzgmCzYigthFcW2Xd3U.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_414992396_6VY2O38VEEX1uhfOBiPcett0vqPKvyns.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_420902113_28nT3TE75ie8MzQVpW97E7U2SUz1fEeY.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_427624831_U3xAM4B8Tlv9YbILe7wIHb50JE9jL07g.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_428687301_DFhzpMbAUrW9E60aSa3vK3khe3GzpMNs.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_428687405_125XwqMc6rqpI8VY9PBCx17GGJWf9Hy1.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_428687556_CsZmmdEI78OHO8wxTZDGZxBEvKi4jeqm.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_428687587_gMOiG6CUqVaq3bNUKSXi2g9eHIpvEYSk.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_429184655_0XxshLpvpjsKcv4EdafDQ8hGMjqfjnTZ.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_431904413_b1HJh8gALr7t9bdLkB3seXi14sNoYXIz.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_431905405_yErZNNyGb7czJlfOkS1aPfiPsY1lDPB1.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_431905412_hr6znbTwKx4oZ5gSrLmGJrcMhXZv7Kvf.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_431905669_BPjkri2e6oRiS6s4xnIyeMTpoUp3RHXT.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_431906630_TpSYcWoC5qTuU2JK1zGihzhE20WGRdHl.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_431906695_PmLPWGUgBd2knhH5dfwWdp3oCmYaV2Ak.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_431906752_nXm1DSDDJklWPXJrrrk8mZ5JejWMkTTN.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_434897799_3y1xbumISsUVXGZBYNGN9b8UkMhqcArW.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_434897819_vGb1cwlqv7rTZGJPCT5TKoqTHlmXNPu9.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_434897846_5o5LjQufggvl3bXuRyD6f6wb5S23EoxA.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_434897900_RJYETOjTLYTes2P4HRQQEv7dsU3XPjbg.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_434898176_pIEz5JpZVAmzsJqILqGrExsHkSnfUQbA.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_438936220_trYvQxYpMcNg2Q6ieoRiESs9IG8SlvmV.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_438936265_R99UHndM95sFWPGxyBIPhc8rB63DmMM3.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_439075766_KfnVGwXpFyk8vjSmmJZnVahSr9DCvUE5.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_439075800_VtclN9G6feRuEKxfmgk5odL9DZnGnpL8.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_439075922_vMTBwvdUZaBmdEwZwO7SSPv5gFVko3Na.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_439075955_JH21Pxm7dYTodceX9Sg0sKM8vMDefOkp.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_439076037_uTWSNXg0dklPe7uLz8YfKJESzWkFMYF7.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_439076147_kiqeZG4CiFnsjfzFlDT9J1HzJiWToUsP.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_439076266_SUXdXUp6gb2htGSFhMOeaiBuW8YnkCy2.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_439076352_OSFZrX0kSb2hbfRojvpSYmV0ElkoOWHd.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_439076388_8cPihVBydl19mzh8UjM3Njm5bs1dvnet.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_441107680_gr0nEXPsHrNiirVbykgbH3trZnlqWhIO.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_441107896_Gac0xyRfwL5qUzDKJzFPeMQlFrD0JZqE.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_442969504_A2UHNfxivG0DB2raFEiRlUSnhTpo3k5C.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_443224804_kvJ9mVy6NdVPetTo6ZBS6Dcz2iEPso0B.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_443225024_21Fw6A7ISs2OfOxVBEiBsKO8pn985K20.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_443225075_BeI7OCFBbQo1DPx8ebI5QkYphK5IFq0F.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_445687934_wZ52LpKb09oUwzmkVMe2U0K5xIKcfsuU.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_446420049_CEshe6CRIrwJ6gx9g99W1u5w7yoYLMW5.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_446420373_X4wkB3xTwIHlVT7LEfqozdVQRIWMPYeb.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_446420443_YV46oCWFf2GXUcLhLECpQH3Myf6GPHQv.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_446420466_4JA0hhccbOYLr9RkB0EDRreMZPl3JqBH.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_446420487_ppuYHwnvKM3GuZfV0X4i0XGfTYWtm5Jy.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_446420623_kXvtmqgpkGBB240qV6EjwkJ8gscB6OF2.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_446420657_KrOXcTzknu0tZpxkvruoDCyebqMQkA5L.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_446420716_3B0Xl9DU1aQqd7gmvINwrJs4RIGN9yPN.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_448623122_5GXhxk2qBUWIpXKZtvV7VUehBQhNOUGd.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_449051816_s9ZS9MtkKZDKTogWt6IRVxPDEPimPn8u.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_449051882_fopvUPIZgu5AQLUt7BO3E873qscyoVXM.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_449051936_k21wbh2zvy1sGD2ScaHXvBxvP5CrlBrr.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_482074765_AZe3GwzWjqFiPXWQ1bn1mwC4QuxD2q4R.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_48722444_D8ooShixFOg4htXyQYW7k9BwyGCVDkpH.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_51207499_5VVX6IHtQsiRLBznnH4PSK9fbi7CAsU5.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_51207545_4BGdizRWxeQPwhTmnxe9i3glYZa6IR2C.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_523289839_YIghrKyjNpuoO0UDvR4zCuUFTDPBJiqP.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_523294125_UMb2b7SN3Tcb32KO4gkMs27W0z5KTFzx.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_5293982_KPEpy8vrHbXIIgGjYnukUpmBxYZFbzDm.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_552924700_MAVyTYIHLgegyeEBqEc3ds4XycR9RKRZ.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_555162252_FDvmjXSNTivIOVu7umsjOkUJ4JssQZIp.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_61946740_lbmQE0U3zzvIkeFnvAUsOHmHjamKda8E.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_61946947_CPpvQYwksWp3ZwU8eXugvWhosWsNtwDw.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_69846991_XDOGA6JzVAK7I1bRTZAzzynHZIf4Xbqu.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_70707557_SiVsX0wDXhlAKsKKJTYx6PM2z4xQiDa1.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851491902_6aSUaDs5sFtn3kEpCsTETLeszSb3YTzW.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851491989_7WitnZcXxkYe5GEgSGS227dDjCgBeSJx.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851492151_Ndlthb4bitGiAJJ15XddqOerCi38i3Ul.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851492152_7fZRqtk1qrvThMMBG0P9q2pFcjORW8Qr.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851492192_QhqS1cj1HKDZIlYQofQqoXziRwf3SwUe.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851493771_aJtnyYczntdCBZc3ZDQwaAG7MDVKoeEH.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851493839_19yJLRnHcV4FAHezsmKHOctFaKdRCk2f.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851493884_sUnhpsnJbsgOA2x2wg4JlHXzwc69h98P.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851493945_SNAdDTxR9BawhoBqTbWLbOriz0gECdvR.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851494100_p2unacfNne7C6xFOombnMOvR5nsfc7s5.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851494191_2w4CtXgUaoKizOSZhsscmfTLhmM7lzmm.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851494347_cgomJcvnt24tyHtySqVlbWhRM84BMLH7.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851494410_Lg7NuxXnJL7w0rDUgYqTn0KaFxKiTz32.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_851532328_nWcfLu5qVzMKZJ7D5hVErd2JMWAuFAxi.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_86374954_0Ael0iaD1ldeUGkGBVHwC65x8HGCBON2.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_991735973_M9CleT1FFDNVZs9o4LPvX9acA6DCSK1Q (1).jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_991735973_M9CleT1FFDNVZs9o4LPvX9acA6DCSK1Q.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_991736077_GvwFR702XXNrkp75VoY77KK7SC3oFIM3.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_991736327_d8OqmfKQVVu2ACB6Fjxb6CJDFbdwmgp4.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\240_F_991737718_G8tE8URLrpqwEY2HMMkzCoJ4zWJEZjZH.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\25.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\26.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\27.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\28.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\29.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\3.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\30.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\31.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\32.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\33.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\34.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\35.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\36.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\37.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\38.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\38e5615570a63b2f07519cb9dfb05c5d.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\39.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\4.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\40.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\41.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\42.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\43.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\44.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\45.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\47.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\48.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\49.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\5.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\50.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\6.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\7.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\8.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\9.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\90400454.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\abyssinian_fox.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\AF_WOL_E_031_1472x1002_acf_cropped.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\AF_WOL_E_064.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\canis_simensis (1).jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\canis_simensis.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\Copy-of-Pg6-Knifophia-Flower_Carine-Lavril.jpg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (1).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (10).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (11).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (12).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (13).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (14).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (15).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (16).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (18).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (2).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (20).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (21).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (22).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (23).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (3).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (4).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (5).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (6).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (7).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (8).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download (9).jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\download.jpeg
Ethiopian Wolf,Canis simensis,Ethiopia,"Medium-sized build, red fur",Reddish with white markings,images\Ethiopian Wolf\Ehtiopian-wolf-will-burrard-lucas-4.jpg
